"INDICATOR";"FREQ";"AGE";"SEX";"LOCATION";"REF_AREA";"SCENARIO";"TIME_PERIOD";"OBS_VALUE"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"ITA";"M";"2005";"6.415"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"ITA";"M";"2010";"2.959"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"ITA";"M";"2015";"2.448"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"ITA";"M";"2020";"1.956"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"JOR";"M";"1995";"-8.287"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"JOR";"M";"2000";"-7.366"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"JOR";"M";"2005";"15.396"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"JOR";"M";"2010";"11.312"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"JOR";"M";"2015";"-10.142"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"JOR";"M";"2020";"-1.188"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"KAZ";"M";"1995";"-17.593"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"KAZ";"M";"2000";"0.601"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"KAZ";"M";"2005";"-0.146"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"KAZ";"M";"2010";"0"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"KAZ";"M";"2015";"0"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"KAZ";"M";"2020";"0"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"KGZ";"M";"1995";"-1.37"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"KGZ";"M";"2000";"-9.681"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"KGZ";"M";"2005";"-4.939"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"KGZ";"M";"2010";"-6.34"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"KGZ";"M";"2015";"-2.527"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"KGZ";"M";"2020";"-2.359"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"KWT";"M";"1995";"14.377"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"KWT";"M";"2000";"19.053"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"KWT";"M";"2005";"33.961"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"KWT";"M";"2010";"18.251"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"KWT";"M";"2015";"6.362"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"KWT";"M";"2020";"5.437"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"LBN";"M";"1995";"-1.878"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"LBN";"M";"2000";"30.468"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"LBN";"M";"2005";"8.807"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"LBN";"M";"2010";"21.289"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"LBN";"M";"2015";"-16.112"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"LBN";"M";"2020";"-0.806"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"LBY";"M";"1995";"-0.833"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"LBY";"M";"2000";"-2.78"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"LBY";"M";"2005";"-3.049"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"LBY";"M";"2010";"-7.726"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"LBY";"M";"2015";"-0.306"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"LBY";"M";"2020";"-0.287"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"NER";"M";"1995";"0.477"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"NER";"M";"2000";"-0.472"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"NER";"M";"2005";"-0.392"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"NER";"M";"2010";"-0.324"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"NER";"M";"2015";"-0.267"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"NER";"M";"2020";"-0.22"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"OMN";"M";"1995";"-19.253"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"OMN";"M";"2000";"9.06"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"OMN";"M";"2005";"2.446"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"OMN";"M";"2010";"59.187"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"OMN";"M";"2015";"2.098"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"OMN";"M";"2020";"-0.563"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"PAK";"M";"1995";"-0.277"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"PAK";"M";"2000";"-2.325"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"PAK";"M";"2005";"-2.231"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"PAK";"M";"2010";"-1.81"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"PAK";"M";"2015";"-1.152"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"PAK";"M";"2020";"-0.753"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"PSE";"M";"1995";"4.825"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"PSE";"M";"2000";"-11.235"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"PSE";"M";"2005";"-4.754"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"PSE";"M";"2010";"-2.044"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"PSE";"M";"2015";"-1.355"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"PSE";"M";"2020";"-0.917"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"QAT";"M";"1995";"15.652"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"QAT";"M";"2000";"48.175"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"QAT";"M";"2005";"133.354"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"QAT";"M";"2010";"48.777"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"QAT";"M";"2015";"7.291"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"QAT";"M";"2020";"2.672"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"RUS";"M";"1995";"3.126"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"RUS";"M";"2000";"2.25"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"RUS";"M";"2005";"3.14"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"RUS";"M";"2010";"1.54"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"RUS";"M";"2015";"1.276"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"RUS";"M";"2020";"0.866"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"SAU";"M";"1995";"-9.061"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"SAU";"M";"2000";"19.606"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"SAU";"M";"2005";"1.21"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"SAU";"M";"2010";"2.1"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"SAU";"M";"2015";"1.928"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"SAU";"M";"2020";"1.082"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"SDN";"M";"1995";"-4.899"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"SDN";"M";"2000";"-2.9"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"SDN";"M";"2005";"-2.975"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"SDN";"M";"2010";"-4.252"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"SDN";"M";"2015";"-0.476"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"SDN";"M";"2020";"-0.319"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"SSD";"M";"1995";"13.237"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"SSD";"M";"2000";"11.761"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"SSD";"M";"2005";"17.464"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"SSD";"M";"2010";"15.661"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"SSD";"M";"2015";"2.307"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"SSD";"M";"2020";"0.68"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"SYR";"M";"1995";"-1.693"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"SYR";"M";"2000";"-4.4"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"SYR";"M";"2005";"11.493"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"SYR";"M";"2010";"-13.699"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"SYR";"M";"2015";"10.417"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"SYR";"M";"2020";"-1.293"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"TCD";"M";"1995";"1.818"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"TCD";"M";"2000";"4.782"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"TCD";"M";"2005";"-0.92"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"TCD";"M";"2010";"-1.895"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"TCD";"M";"2015";"-1.636"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"TCD";"M";"2020";"-0.354"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"TJK";"M";"1995";"-10.853"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"TJK";"M";"2000";"-2.972"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"TJK";"M";"2005";"-1.728"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"TJK";"M";"2010";"-2.463"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"TJK";"M";"2015";"-2.196"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"TJK";"M";"2020";"-1.986"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"ARE";"M";"1995";"34.579"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"ARE";"M";"2000";"48.154"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"ARE";"M";"2005";"121.114"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"ARE";"M";"2010";"11.411"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"ARE";"M";"2015";"10.288"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"ARE";"M";"2020";"8.777"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"EGY";"M";"1995";"-2.971"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"EGY";"M";"2000";"-1.075"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"EGY";"M";"2005";"-0.926"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"EGY";"M";"2010";"-0.53"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"EGY";"M";"2015";"-0.605"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"EGY";"M";"2020";"-0.565"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"TKM";"M";"1995";"-2.777"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"TKM";"M";"2000";"-4.95"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"TKM";"M";"2005";"-2.331"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"TKM";"M";"2010";"-0.96"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"TKM";"M";"2015";"-0.904"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"TKM";"M";"2020";"-0.859"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"TUR";"M";"1995";"-0.493"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"TUR";"M";"2000";"-0.306"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"TUR";"M";"2005";"-0.143"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"TUR";"M";"2010";"0.941"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"TUR";"M";"2015";"-0.611"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"TUR";"M";"2020";"-0.268"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"UZB";"M";"1995";"-3.133"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"UZB";"M";"2000";"-6.13"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"UZB";"M";"2005";"-3.296"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"UZB";"M";"2010";"-1.392"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"UZB";"M";"2015";"-1.307"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"UZB";"M";"2020";"-1.241"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"YEM";"M";"1995";"-1.229"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"YEM";"M";"2000";"-1.062"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"YEM";"M";"2005";"-1.259"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"YEM";"M";"2010";"-1.118"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"YEM";"M";"2015";"-0.741"
"SM_POP_NMRT";"A";"_T";"_T";"_T";"YEM";"M";"2020";"-0.67"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"AFG";"M";"1995";"601.8574"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"AFG";"M";"2000";"853.099"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"AFG";"M";"2005";"707.3914"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"AFG";"M";"2010";"721.7952"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"AFG";"M";"2015";"732.023199999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"AFG";"M";"2020";"780.839200000001"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"AZE";"M";"1995";"69.3871999999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"AZE";"M";"2000";"89.1312000000002"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"AZE";"M";"2005";"106.264"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"AZE";"M";"2010";"103.5724"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"AZE";"M";"2015";"83.4455999999998"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"AZE";"M";"2020";"55.9021999999997"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"CYP";"M";"1995";"17.5796"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"CYP";"M";"2000";"17.8598"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"CYP";"M";"2005";"14.2198"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"CYP";"M";"2010";"12.202"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"CYP";"M";"2015";"10.8958"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"CYP";"M";"2020";"9.29839999999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"DJI";"M";"1995";"11.7776"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"DJI";"M";"2000";"10.7396"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"DJI";"M";"2005";"11.4902"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"DJI";"M";"2010";"13.1244"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"DJI";"M";"2015";"12.9802"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"DJI";"M";"2020";"11.7822"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ERI";"M";"1995";"106.3072"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ERI";"M";"2000";"182.9436"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ERI";"M";"2005";"177.4186"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ERI";"M";"2010";"199.295"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ERI";"M";"2015";"197.8912"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ERI";"M";"2020";"201.993"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ETH";"M";"1995";"1800.136"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ETH";"M";"2000";"2028.6082"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ETH";"M";"2005";"2185.6082"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ETH";"M";"2010";"2369.3642"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ETH";"M";"2015";"2515.8552"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ETH";"M";"2020";"2603.121"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"GEO";"M";"1995";"-64.7103999999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"GEO";"M";"2000";"-53.657"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"GEO";"M";"2005";"-17.3264000000001"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"GEO";"M";"2010";"-16.8268"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"GEO";"M";"2015";"-20.5412"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"GEO";"M";"2020";"-24.4132"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"GRC";"M";"1995";"63.0147999999997"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"GRC";"M";"2000";"10.9518"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"GRC";"M";"2005";"13.6714"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"GRC";"M";"2010";"3.16680000000015"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"GRC";"M";"2015";"-9.39180000000015"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"GRC";"M";"2020";"-8.74340000000011"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"IND";"M";"1995";"17291.4806"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"IND";"M";"2000";"16976.358"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"IND";"M";"2005";"15696.22"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"IND";"M";"2010";"15353.131"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"IND";"M";"2015";"14182.995"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"IND";"M";"2020";"13087.783"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"IRN";"M";"1995";"1088.54"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"IRN";"M";"2000";"848.266399999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"IRN";"M";"2005";"861.986000000004"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"IRN";"M";"2010";"1002.7988"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"IRN";"M";"2015";"934.459800000003"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"IRN";"M";"2020";"783.149799999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"IRQ";"M";"1995";"687.6036"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"IRQ";"M";"2000";"715.1778"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"IRQ";"M";"2005";"717.067"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"IRQ";"M";"2010";"960.864400000002"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"IRQ";"M";"2015";"986.524399999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"IRQ";"M";"2020";"1038.497"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ISR";"M";"1995";"136.4178"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ISR";"M";"2000";"117.9932"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ISR";"M";"2005";"163.3382"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ISR";"M";"2010";"99.832"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ISR";"M";"2015";"117.539"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ISR";"M";"2020";"112.764"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ITA";"M";"1995";"3.80280000000057"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ITA";"M";"2000";"337.153999999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ITA";"M";"2005";"367.424600000001"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ITA";"M";"2010";"126.648599999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ITA";"M";"2015";"48.7580000000002"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ITA";"M";"2020";"-10.2546000000002"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"JOR";"M";"1995";"89.4636000000002"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"JOR";"M";"2000";"94.3881999999998"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"JOR";"M";"2005";"243.0274"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"JOR";"M";"2010";"247.0412"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"JOR";"M";"2015";"79.3957999999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"JOR";"M";"2020";"130.9642"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"KAZ";"M";"1995";"-194.7976"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"KAZ";"M";"2000";"97.6887999999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"KAZ";"M";"2005";"171.4078"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"KAZ";"M";"2010";"169.864"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"KAZ";"M";"2015";"149.8048"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"KAZ";"M";"2020";"119.2306"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"KGZ";"M";"1995";"72.543"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"KGZ";"M";"2000";"17.5061999999998"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"KGZ";"M";"2005";"58.3684000000001"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"KGZ";"M";"2010";"74.6612000000001"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"KGZ";"M";"2015";"90.9667999999998"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"KGZ";"M";"2020";"78.8420000000002"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"KWT";"M";"1995";"64.0216"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"KWT";"M";"2000";"78.0166"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"KWT";"M";"2005";"139.0532"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"KWT";"M";"2010";"118.3638"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"KWT";"M";"2015";"86.2859999999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"KWT";"M";"2020";"83.4574000000001"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"LBN";"M";"1995";"40.3948"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"LBN";"M";"2000";"150.297"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"LBN";"M";"2005";"70.8454000000002"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"LBN";"M";"2010";"142.5064"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"LBN";"M";"2015";"-35.2811999999998"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"LBN";"M";"2020";"33.2107999999998"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"LBY";"M";"1995";"85.7131999999998"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"LBY";"M";"2000";"83.6530000000001"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"LBY";"M";"2005";"89.2324000000001"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"LBY";"M";"2010";"55.2936"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"LBY";"M";"2015";"90.0245999999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"LBY";"M";"2020";"75.6566000000003"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"NER";"M";"1995";"364.5474"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"NER";"M";"2000";"438.7966"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"NER";"M";"2005";"541.9896"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"NER";"M";"2010";"674.9268"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"NER";"M";"2015";"830.717"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"NER";"M";"2020";"1011.102"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"OMN";"M";"1995";"7.58699999999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"OMN";"M";"2000";"65.958"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"OMN";"M";"2005";"56.0886"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"OMN";"M";"2010";"271.003"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"OMN";"M";"2015";"71.2139999999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"OMN";"M";"2020";"51.2866"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"PAK";"M";"1995";"3428.4874"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"PAK";"M";"2000";"2827.88019999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"PAK";"M";"2005";"3035.5782"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"PAK";"M";"2010";"2998.94680000001"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"PAK";"M";"2015";"3041.4324"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"PAK";"M";"2020";"2954.5188"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"PSE";"M";"1995";"121.2358"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"PSE";"M";"2000";"71.0567999999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"PSE";"M";"2005";"90.6048000000001"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"PSE";"M";"2010";"107.187"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"PSE";"M";"2015";"118.2204"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"PSE";"M";"2020";"125.7436"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"QAT";"M";"1995";"18.5078"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"QAT";"M";"2000";"45.4932"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"QAT";"M";"2005";"185.7108"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"QAT";"M";"2010";"120.1672"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"QAT";"M";"2015";"38.445"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"QAT";"M";"2020";"23.8752"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"RUS";"M";"1995";"-367.853200000001"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"RUS";"M";"2000";"-565.982999999996"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"RUS";"M";"2005";"-63.0106000000029"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"RUS";"M";"2010";"-303.954399999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"RUS";"M";"2015";"-417.466399999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"RUS";"M";"2020";"-608.689799999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"SAU";"M";"1995";"315.4482"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"SAU";"M";"2000";"909.0966"
